Title,Author,Year,Country,Region,Continent,Read,OriginalLanguage,Pages,Description,Tags,Category
Lysistrata,Aristophanes,411 BC,Ancient Greece,Southern Europe,Europe,1,Ancient Greek,80,A book from Greece.,,Drama
The Clouds,Aristophanes,423 BC,Ancient Greece,Southern Europe,Europe,,Ancient Greek,80,A book from Greece.,,Drama
The Frogs,Aristophanes,405 BC,Ancient Greece,Southern Europe,Europe,,Ancient Greek,80,A book from Greece.,,Drama
The Wasps,Aristophanes,422 BC,Ancient Greece,Southern Europe,Europe,,Ancient Greek,80,A book from Greece.,,Drama
Plays and Fragments,Menander,300 BC,Ancient Greece,Southern Europe,Europe,,Ancient Greek,300,A book from Greece.,,Drama
Hercules Furens,Seneca,54,Ancient Rome,Southern Europe,Europe,1,Latin,80,A book from Ancient Rome.,,Drama
Medea,Seneca,60,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
Thyestes,Seneca,62,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
Amphitryon,Plautus,190 BC,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
The Brothers Menaechmus,Plautus,190 BC,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
The Swaggering Soldier,Plautus,205 BC,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
The Pot of Gold,Plautus,195 BC,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
The Brothers,Terence,160 BC,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
The Girl from Andros,Terence,166 BC,Ancient Rome,Southern Europe,Europe,,Latin,80,A book from Ancient Rome.,,Drama
The Recognition of Sakuntala,Kalidasa,400,India,Southern Asia,Asia,,Sanskrit,120,A book from India.,,Drama
Vikrama and Urvashi,Kalidasa,400,India,Southern Asia,Asia,,Sanskrit,100,A book from India.,,Drama
The Little Clay Cart,Shudraka,400,India,Southern Asia,Asia,,Sanskrit,160,A book from India.,,Drama
The Dream of Vasavadatta,Bhasa,300,India,Southern Asia,Asia,,Sanskrit,100,A book from India.,,Drama
The Injustice to Dou E,Guan Hanqing,1280,China,Eastern Asia,Asia,,Mandarin,100,A book from China.,,Drama
The Orphan of Zhao,Ji Junxiang,1300,China,Eastern Asia,Asia,,Mandarin,100,A book from China.,,Drama
The Romance of the Western Chamber,Wang Shifu,1300,China,Eastern Asia,Asia,,Mandarin,200,A book from China.,,Drama
The Chalk Circle,Li Qianfu,1300,China,Eastern Asia,Asia,,Mandarin,100,,,Drama
The Peony Pavilion,Tang Xianzu,1598,China,Eastern Asia,Asia,,Mandarin,300,A book from China.,,Drama
The Peach Blossom Fan,Kong Shangren,1699,China,Eastern Asia,Asia,,Mandarin,250,A book from China.,,Drama
Thunderstorm,Cao Yu,1934,China,Eastern Asia,Asia,,Mandarin,120,A book from China.,,Drama
The Other Shore,Gao Xingjian,1986,China,Eastern Asia,Asia,,Mandarin,100,A book from China.,,Drama
Atsumori,Zeami,1400,Japan,Eastern Asia,Asia,,Japanese,40,A book from Japan.,,Drama
The Love Suicides at Sonezaki,Chikamatsu Monzaemon,1703,Japan,Eastern Asia,Asia,,Japanese,80,A book from Japan.,,Drama
The Battles of Coxinga,Chikamatsu Monzaemon,1715,Japan,Eastern Asia,Asia,,Japanese,100,A book from Japan.,,Drama
The Treasury of Loyal Retainers,Miyoshi Shoraku,1748,Japan,Eastern Asia,Asia,,Japanese,250,A book from Japan.,,Drama
The Dybbuk,S. Ansky,1914,Russia,Eastern Europe,Europe,,Yiddish,100,A book from Russia.,,Drama
The People of the Cave,Tawfiq al-Hakim,1933,Egypt,Northern Africa,Africa,,Arabic,120,A book from Egypt.,,Drama
Scheherazade,Tawfiq al-Hakim,1934,Egypt,Northern Africa,Africa,,Arabic,100,A book from Egypt.,,Drama
The Perplexed Sultan,Tawfiq al-Hakim,1960,Egypt,Northern Africa,Africa,,Arabic,100,A book from Egypt.,,Drama
Rituals of Signs and Transformations,Saadallah Wannous,1994,Syria,Western Asia,Asia,,Arabic,120,A book from Syria.,,Drama
Act of the Ship of Hell,Gil Vicente,1517,Portugal,Southern Europe,Europe,,Portuguese,80,A book from Portugal.,,Drama
Fuenteovejuna,Lope de Vega,1619,Spain,Southern Europe,Europe,,Spanish,120,A book from Spain.,,Drama
Punishment without Revenge,Lope de Vega,1631,Spain,Southern Europe,Europe,,Spanish,120,A book from Spain.,,Drama
The Trickster of Seville,Tirso de Molina,1630,Spain,Southern Europe,Europe,,Spanish,120,A book from Spain.,,Drama
Life Is a Dream,Pedro Calderon de la Barca,1635,Spain,Southern Europe,Europe,,Spanish,120,A book from Spain.,,Drama
The Mayor of Zalamea,Pedro Calderon de la Barca,1636,Spain,Southern Europe,Europe,,Spanish,120,A book from Spain.,,Drama
The Great Theatre of the World,Pedro Calderon de la Barca,1655,Spain,Southern Europe,Europe,,Spanish,80,A book from Spain.,,Drama
Blood Wedding,Federico Garcia Lorca,1933,Spain,Southern Europe,Europe,1,Spanish,80,A book from Spain.,,Drama
Yerma,Federico Garcia Lorca,1934,Spain,Southern Europe,Europe,1,Spanish,80,A book from Spain.,,Drama
The House of Bernarda Alba,Federico Garcia Lorca,1936,Spain,Southern Europe,Europe,1,Spanish,80,A book from Spain.,,Drama
Auto da Compadecida,Ariano Suassuna,1955,Brazil,South America,South America,1,Portuguese,120,A book from Brazil.,,Drama
Wedding Dress,Nelson Rodrigues,1943,Brazil,South America,South America,1,Portuguese,100,A book from Brazil.,,Drama
The Asphalt Kiss,Nelson Rodrigues,1960,Brazil,South America,South America,,Portuguese,100,A book from Brazil.,,Drama
The Promise,Dias Gomes,1960,Brazil,South America,South America,,Portuguese,120,A book from Brazil.,,Drama
The Night of the Assassins,Jose Triana,1965,Cuba,Caribbean,North America,,Spanish,100,A book from Cuba.,,Drama
Information for Foreigners,Griselda Gambaro,1973,Argentina,South America,South America,,Spanish,150,A book from Argentina.,,Drama
Death and the Maiden,Ariel Dorfman,1990,Chile,South America,South America,,Spanish,80,A book from Chile.,,Drama
Doctor Faustus,Christopher Marlowe,1592,UK,Northern Europe,Europe,,English,120,A book from UK.,,Drama
Edward II,Christopher Marlowe,1593,UK,Northern Europe,Europe,,English,120,A book from UK.,,Drama
Tamburlaine,Christopher Marlowe,1587,UK,Northern Europe,Europe,,English,160,A book from UK.,,Drama
The Jew of Malta,Christopher Marlowe,1590,UK,Northern Europe,Europe,,English,120,A book from UK.,,Drama
Volpone,Ben Jonson,1606,UK,Northern Europe,Europe,,English,120,A book from UK.,,Drama
The Alchemist,Ben Jonson,1610,UK,Northern Europe,Europe,,English,120,A book from UK.,,Drama
Bartholomew Fair,Ben Jonson,1614,UK,Northern Europe,Europe,,English,120,A book from UK.,,Drama
A Midsummer Night’s Dream,William Shakespeare,1595,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Romeo and Juliet,William Shakespeare,1597,UK,Northern Europe,Europe,1,English,120,A book from UK.,,Drama
Henry IV Parts I and II,William Shakespeare,1598,UK,Northern Europe,Europe,,English,250,A book from UK.,,Drama
Much Ado About Nothing,William Shakespeare,1599,UK,Northern Europe,Europe,,English,100,A book from UK.,,Drama
As You Like It,William Shakespeare,1599,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Hamlet,William Shakespeare,1601,UK,Northern Europe,Europe,1,English,160,A book from UK.,,Drama
Twelfth Night,William Shakespeare,1601,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Measure for Measure,William Shakespeare,1604,UK,Northern Europe,Europe,1,English,120,A book from UK.,,Drama
Othello,William Shakespeare,1604,UK,Northern Europe,Europe,1,English,120,A book from UK.,,Drama
King Lear,William Shakespeare,1606,UK,Northern Europe,Europe,1,English,140,A book from UK.,,Drama
Macbeth,William Shakespeare,1606,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Antony and Cleopatra,William Shakespeare,1607,UK,Northern Europe,Europe,1,English,140,A book from UK.,,Drama
Coriolanus,William Shakespeare,1608,UK,Northern Europe,Europe,,English,140,A book from UK.,,Drama
The Tempest,William Shakespeare,1611,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
The Winter’s Tale,William Shakespeare,1611,UK,Northern Europe,Europe,1,English,120,A book from UK.,,Drama
She Stoops to Conquer,Oliver Goldsmith,1773,Ireland,Northern Europe,Europe,,English,100,A book from Ireland.,,Drama
The Rivals,Richard Sheridan,1775,Ireland,Northern Europe,Europe,,English,100,A book from Ireland.,,Drama
The School for Scandal,Richard Sheridan,1777,Ireland,Northern Europe,Europe,,English,100,A book from Ireland.,,Drama
The Importance of Being Earnest,Oscar Wilde,1895,Ireland,Northern Europe,Europe,1,English,80,A book from Ireland.,,Drama
Lady Windermere’s Fan,Oscar Wilde,1892,Ireland,Northern Europe,Europe,1,English,100,A book from Ireland.,,Drama
An Ideal Husband,Oscar Wilde,1895,Ireland,Northern Europe,Europe,1,English,100,A book from Ireland.,,Drama
Salome,Oscar Wilde,1891,Ireland,Northern Europe,Europe,1,French,80,A book from Ireland.,,Drama
Riders to the Sea,J.M. Synge,1904,Ireland,Northern Europe,Europe,,English,40,A book from Ireland.,,Drama
The Playboy of the Western World,J.M. Synge,1907,Ireland,Northern Europe,Europe,,English,100,A book from Ireland.,,Drama
Pygmalion,George Bernard Shaw,1913,Ireland,Northern Europe,Europe,1,English,120,A book from Ireland.,,Drama
Saint Joan,George Bernard Shaw,1923,Ireland,Northern Europe,Europe,1,English,160,A book from Ireland.,,Drama
Major Barbara,George Bernard Shaw,1905,Ireland,Northern Europe,Europe,,English,120,A book from Ireland.,,Drama
Man and Superman,George Bernard Shaw,1903,Ireland,Northern Europe,Europe,,English,180,A book from Ireland.,,Drama
Heartbreak House,George Bernard Shaw,1919,Ireland,Northern Europe,Europe,,English,120,A book from Ireland.,,Drama
Juno and the Paycock,Sean O’Casey,1924,Ireland,Northern Europe,Europe,,English,120,A book from Ireland.,,Drama
Cathleen ni Houlihan,W.B. Yeats,1902,Ireland,Northern Europe,Europe,,English,40,A book from Ireland.,,Drama
Waiting for Godot,Samuel Beckett,1953,Ireland,Northern Europe,Europe,1,French,100,A book from Ireland.,,Drama
Endgame,Samuel Beckett,1957,Ireland,Northern Europe,Europe,1,French,80,A book from Ireland.,,Drama
Happy Days,Samuel Beckett,1961,Ireland,Northern Europe,Europe,1,English,80,A book from Ireland.,,Drama
Translations,Brian Friel,1980,Ireland,Northern Europe,Europe,,English,100,A book from Ireland.,,Drama
Dancing at Lughnasa,Brian Friel,1990,Ireland,Northern Europe,Europe,,English,100,A book from Ireland.,,Drama
Hay Fever,Noel Coward,1925,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Private Lives,Noel Coward,1930,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Blithe Spirit,Noel Coward,1941,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
The Birthday Party,Harold Pinter,1958,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
The Caretaker,Harold Pinter,1960,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
The Homecoming,Harold Pinter,1965,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,1966,UK,Northern Europe,Europe,1,English,120,A book from UK.,,Drama
Arcadia,Tom Stoppard,1993,UK,Northern Europe,Europe,1,English,120,A book from UK.,,Drama
Top Girls,Caryl Churchill,1982,UK,Northern Europe,Europe,,English,100,A book from UK.,,Drama
Cloud Nine,Caryl Churchill,1979,UK,Northern Europe,Europe,1,English,100,A book from UK.,,Drama
Le Cid,Pierre Corneille,1637,France,Western Europe,Europe,,French,120,A book from France.,,Drama
Cinna,Pierre Corneille,1641,France,Western Europe,Europe,,French,120,A book from France.,,Drama
Andromache,Jean Racine,1667,France,Western Europe,Europe,,French,100,A book from France.,,Drama
Phedre,Jean Racine,1677,France,Western Europe,Europe,,French,100,A book from France.,,Drama
Tartuffe,Moliere,1664,France,Western Europe,Europe,1,French,100,A book from France.,,Drama
Don Juan,Moliere,1665,France,Western Europe,Europe,,French,100,A book from France.,,Drama
The Misanthrope,Moliere,1666,France,Western Europe,Europe,1,French,100,A book from France.,,Drama
The School for Wives,Moliere,1662,France,Western Europe,Europe,,French,100,A book from France.,,Drama
The Miser,Moliere,1668,France,Western Europe,Europe,1,French,100,A book from France.,,Drama
The Imaginary Invalid,Moliere,1673,France,Western Europe,Europe,1,French,100,A book from France.,,Drama
The Marriage of Figaro,Pierre de Beaumarchais,1784,France,Western Europe,Europe,,French,120,A book from France.,,Drama
The Barber of Seville,Pierre de Beaumarchais,1775,France,Western Europe,Europe,,French,100,A book from France.,,Drama
Cyrano de Bergerac,Edmond Rostand,1897,France,Western Europe,Europe,,French,160,A book from France.,,Drama
No Exit,Jean-Paul Sartre,1944,France,Western Europe,Europe,,French,60,A book from France.,,Drama
Caligula,Albert Camus,1944,France,Western Europe,Europe,1,French,100,A book from France.,,Drama
The Maids,Jean Genet,1947,France,Western Europe,Europe,,French,80,A book from France.,,Drama
The Balcony,Jean Genet,1956,France,Western Europe,Europe,,French,120,A book from France.,,Drama
The Chairs,Eugene Ionesco,1952,France,Western Europe,Europe,1,French,80,A book from France/Romania.,,Drama
The Lesson,Eugene Ionesco,1951,France,Western Europe,Europe,1,French,60,A book from France/Romania.,,Drama
Rhinoceros,Eugene Ionesco,1959,France,Western Europe,Europe,1,French,100,A book from France/Romania.,,Drama
Art,Yasmina Reza,1994,France,Western Europe,Europe,1,French,80,A book from France.,,Drama
Nathan the Wise,Gotthold Ephraim Lessing,1779,Germany,Western Europe,Europe,,German,120,A book from Germany.,,Drama
Faust Part I,Goethe,1808,Germany,Western Europe,Europe,,German,180,A book from Germany.,,Drama
Faust Part II,Goethe,1832,Germany,Western Europe,Europe,,German,250,A book from Germany.,,Drama
The Robbers,Friedrich Schiller,1781,Germany,Western Europe,Europe,,German,160,A book from Germany.,,Drama
Don Carlos,Friedrich Schiller,1787,Germany,Western Europe,Europe,,German,180,A book from Germany.,,Drama
Wallenstein,Friedrich Schiller,1799,Germany,Western Europe,Europe,,German,350,A book from Germany.,,Drama
Mary Stuart,Friedrich Schiller,1800,Germany,Western Europe,Europe,,German,160,A book from Germany.,,Drama
Danton’s Death,Georg Buechner,1835,Germany,Western Europe,Europe,,German,100,A book from Germany.,,Drama
